        Time / ns                Port1/real
               8.4023942                   1.349739e-007
               8.4109812                  1.5339347e-007
               8.4195682                  1.7224639e-007
               8.4281552                  1.9151054e-007
               8.4453293                   2.312766e-007
               8.4625033                  2.7259936e-007
               8.4796773                  3.1544102e-007
               8.4968514                  3.5976914e-007
               8.5011449                  3.7021669e-007
               8.5054384                  3.7825898e-007
               8.5140254                  3.9442856e-007
               8.5311994                   4.285667e-007
               8.5483734                  4.6447214e-007
               8.5655475                  5.0190144e-007
               8.5827215                  5.4062574e-007
               8.6170696                  6.2110566e-007
               8.6514176                  7.0445468e-007
               8.7201137                  8.7554724e-007
               8.7372878                  9.1879632e-007
               8.7458748                  9.4047356e-007
               8.7501683                  9.5118647e-007
               8.7544618                  9.5818659e-007
               8.7587553                  9.6159301e-007
               8.7630488                  9.6701036e-007
               8.7716358                  9.7815507e-007
               8.7845164                  9.9554758e-007
               8.8188644                  1.0449019e-006
               8.8532125                  1.0967609e-006
               8.9219086                  1.2011638e-006
               8.9906047                  1.3004611e-006
               8.9991917                  1.3124698e-006
               9.0077787                  1.3172139e-006
               9.0120723                  1.3081339e-006
               9.0163658                  1.3065538e-006
               9.0249528                  1.3039063e-006
               9.0593008                  1.2991038e-006
               9.0936489                  1.3014041e-006
                9.127997                  1.3084439e-006
               9.1966931                  1.3306451e-006
               9.2310411                  1.3443939e-006
               9.2482152                  1.3520083e-006
               9.2568022                  1.3490043e-006
               9.2610957                  1.3321652e-006
               9.2653892                   1.324782e-006
